Wed Mar 19 03:38:57 2014 - Update: UPDATE members SET WHERE `id` = '1';
Wed Mar 19 03:39:55 2014 - Update: UPDATE members SET Titles = "(lp0
S'knight martial'
p1
aS'awesome'
Thu Apr  3 20:42:45 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:42:45 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:42:45 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:42:45 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:42:45 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:42:45 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:42:45 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:42:47 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:42:47 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:42:47 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:42:47 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:42:47 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:47 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:42:47 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:42:47 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:42:48 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:42:48 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:48 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:48 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:48 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:48 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:49 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:42:49 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:42:49 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:42:49 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:42:50 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Apr  3 20:42:50 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 20:42:50 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 20:42:50 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 20:42:50 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:50 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:42:50 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:42:50 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:42:51 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:42:51 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 11;
Thu Apr  3 20:42:51 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:51 2014 - Select: SELECT * FROM `members` WHERE id = 8;
Thu Apr  3 20:42:53 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 20:42:53 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:42:54 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 13;
Thu Apr  3 20:42:54 2014 - Select: SELECT * FROM `members` WHERE id = 10;
Thu Apr  3 20:42:57 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Apr  3 20:42:57 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 20:42:57 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 20:42:57 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 20:42:57 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:42:57 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:42:57 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:42:57 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:43:14 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:43:14 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:43:14 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:43:14 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:43:14 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:43:14 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:43:14 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:43:14 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:43:15 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:43:15 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:43:15 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:43:15 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:43:17 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:43:17 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 11;
Thu Apr  3 20:43:17 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:43:17 2014 - Select: SELECT * FROM `members` WHERE id = 8;
Thu Apr  3 20:45:27 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:45:27 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:45:27 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:45:27 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:45:27 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:45:27 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:45:27 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:45:27 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:45:32 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:45:32 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:45:32 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:45:32 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:45:33 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Apr  3 20:45:33 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 20:45:33 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 20:45:33 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 20:45:33 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:45:33 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:45:33 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:45:33 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:45:34 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:45:34 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 11;
Thu Apr  3 20:45:34 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:45:34 2014 - Select: SELECT * FROM `members` WHERE id = 8;
Thu Apr  3 20:46:09 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:46:09 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:46:09 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:46:09 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:46:09 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:46:09 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:46:09 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:46:09 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:46:10 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:46:10 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:46:10 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:46:10 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:46:11 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:46:11 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 11;
Thu Apr  3 20:46:11 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:46:11 2014 - Select: SELECT * FROM `members` WHERE id = 8;
Thu Apr  3 20:46:16 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 13;
Thu Apr  3 20:46:16 2014 - Select: SELECT * FROM `members` WHERE id = 10;
Thu Apr  3 20:46:17 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:46:17 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 11;
Thu Apr  3 20:46:17 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:46:17 2014 - Select: SELECT * FROM `members` WHERE id = 8;
Thu Apr  3 20:46:19 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 20:46:19 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:46:20 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Apr  3 20:46:20 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 20:46:20 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 20:46:20 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 20:46:20 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:46:20 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:46:20 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:46:20 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:47:19 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:47:19 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:47:19 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:47:19 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:47:21 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:47:21 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:47:22 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 20:47:22 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:47:23 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 13;
Thu Apr  3 20:47:23 2014 - Select: SELECT * FROM `members` WHERE id = 10;
Thu Apr  3 20:47:43 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 20:47:43 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:47:44 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:47:44 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:47:45 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Apr  3 20:47:45 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 20:47:45 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 20:47:45 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 20:47:45 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:47:45 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:47:45 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:47:45 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:48:03 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 20:48:03 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:48:04 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:48:04 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:49:46 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Apr  3 20:49:46 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 20:49:46 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 20:49:46 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 20:49:46 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:49:46 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:49:46 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:49:46 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:49:51 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:49:51 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:50:10 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:50:10 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:50:10 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:50:10 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:50:10 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:50:10 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:50:10 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:50:10 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:50:13 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:50:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:50:13 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:50:13 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:50:16 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:50:16 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:51:58 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:51:58 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:51:58 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:51:58 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:51:58 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:51:58 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:51:58 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:51:58 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:51:59 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:51:59 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:51:59 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:51:59 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:52:01 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:52:01 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:54:44 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:54:44 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:54:44 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:54:44 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:54:44 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:54:44 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:54:44 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:54:44 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:54:46 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:54:46 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:54:46 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:54:46 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:54:46 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:54:46 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:54:46 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:54:46 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:54:49 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:54:49 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:54:49 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:54:49 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:54:52 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:54:52 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:55:43 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:55:43 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:55:43 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:55:43 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:55:43 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:55:43 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:55:43 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:55:43 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:55:44 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:55:44 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:55:44 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:55:44 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:55:46 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:55:46 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:56:09 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 20:56:09 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:56:10 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:56:10 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:56:33 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:56:33 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:56:33 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:56:33 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:56:33 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:56:33 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:56:33 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:56:33 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:56:35 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:56:35 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:56:35 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:56:35 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:56:36 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:56:36 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:57:10 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 20:57:10 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:57:12 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:57:12 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:57:13 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 20:57:13 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:59:23 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:59:23 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:59:23 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:59:23 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:59:23 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:59:23 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:59:23 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:59:23 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:59:25 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:59:25 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:59:25 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:59:25 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:59:25 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:59:25 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:59:25 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:59:25 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:59:27 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 1;
Thu Apr  3 20:59:27 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 3;
Thu Apr  3 20:59:27 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 7;
Thu Apr  3 20:59:27 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 12;
Thu Apr  3 20:59:27 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:59:27 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:59:27 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:59:27 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:59:29 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:59:29 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:59:37 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:59:37 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 20:59:37 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 20:59:37 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 20:59:37 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 20:59:37 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 20:59:37 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 20:59:37 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 20:59:38 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:59:38 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 20:59:39 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 20:59:39 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 21:01:11 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 21:01:11 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 21:01:11 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 21:01:11 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 21:01:11 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 21:01:11 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 21:01:11 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 21:01:11 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 21:01:13 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 21:01:13 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 21:01:13 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 21:01:13 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 21:01:13 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
Thu Apr  3 21:01:13 2014 - Select: SELECT * FROM `groups` WHERE id = 2;
Thu Apr  3 21:01:13 2014 - Select: SELECT * FROM `groups` WHERE id = 6;
Thu Apr  3 21:01:13 2014 - Select: SELECT * FROM `groups` WHERE id = 7;
Thu Apr  3 21:01:17 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 21:01:17 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 21:01:23 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 21:01:23 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 21:01:25 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 14;
Thu Apr  3 21:01:25 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 21:01:26 2014 - Select: SELECT * FROM `rel_group__user` WHERE id = 8;
Thu Apr  3 21:01:26 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 21:02:07 2014 - Select: SELECT * FROM `members` WHERE id = 1;
Thu Apr  3 21:02:07 2014 - Select: SELECT * FROM `members` WHERE id = 2;
Thu Apr  3 21:02:07 2014 - Select: SELECT * FROM `members` WHERE id = 6;
Thu Apr  3 21:02:07 2014 - Select: SELECT * FROM `members` WHERE id = 9;
Thu Apr  3 21:02:07 2014 - Select: SELECT * FROM `groups` WHERE id = 1;
